"Force","Voltage","Acceleration1","Acceleration2","Acceleration3","Fs",
7.3069,-0.012135,0.55375,1.8172,1.3889,,
-5.0489,0.013124,0.55683,1.5176,1.237,,
-17.0144,0.037307,0.73764,1.0993,1.0751,,
-27.8318,0.058952,0.88767,0.64386,0.84057,,
-36.335,0.076708,0.49963,0.52501,0.73951,,
-42.5837,0.089378,0.19974,0.26931,0.71629,,
-45.8716,0.096009,-0.046087,0.14,0.49006,,
-45.9326,0.095942,-0.18572,-0.030861,0.05636,,
-42.8186,0.088849,-0.036514,-0.35456,-0.55851,,
-36.1005,0.074743,0.062656,-0.8293,-0.44329,,
-26.2212,0.054022,0.21513,-1.1246,-0.78626,,
-13.5255,0.027415,0.33267,-1.2234,-0.70492,,
1.6858,-0.0039954,0.32126,-1.0351,-0.60639,,
18.4344,-0.038872,0.31025,-0.68187,-0.61603,,
36.1303,-0.075648,0.29377,-0.37066,-0.40408,,
53.8635,-0.11256,0.29837,-0.23491,-0.16198,,
70.5745,-0.14781,0.4645,-0.12418,-0.17154,,
85.6808,-0.1796,0.68864,-0.13303,-0.2612,,
98.1973,-0.20619,0.88957,-0.27457,-0.2469,,
107.3157,-0.22605,1.0602,-0.31548,-0.41137,,
112.7108,-0.23788,1.0247,-0.25425,-0.63904,,
113.6605,-0.24069,0.77651,-0.019058,-0.61883,,
109.9941,-0.23387,0.44916,0.15635,-0.53435,,
101.5532,-0.2172,0.10048,0.19261,-0.39708,,
88.2996,-0.19086,-0.069454,0.054971,-0.25203,,
70.7672,-0.15549,-0.13904,-0.11855,-0.5337,,
49.5326,-0.11209,-0.49233,-0.27363,-0.70139,,
25.0587,-0.062025,-0.86966,-0.57237,-1.0173,,
-1.69,-0.006972,-1.0916,-0.97867,-1.1858,,
-30.0751,0.051159,-1.1353,-1.3427,-1.35,,
-58.8129,0.11031,-1.1722,-1.6669,-1.5266,,
-86.6928,0.16837,-1.5472,-1.8635,-1.4511,,
-112.8173,0.22322,-2.0735,-1.8577,-1.5865,,
-136.1752,0.27288,-2.4155,-1.8699,-1.8103,,
-156.0067,0.31553,-2.5615,-1.9027,-1.7028,,
-171.6605,0.34967,-2.4829,-2.045,-1.7799,,
-182.3616,0.37411,-2.2854,-2.2477,-1.666,,
-187.9728,0.38803,-2.1152,-2.3241,-1.55,,
-188.1202,0.39103,-2.0594,-2.1448,-1.5075,,
-182.9197,0.38315,-2.0918,-1.7704,-1.2184,,
-172.7866,0.36483,-2.0607,-1.3754,-0.9245,,
-157.897,0.33692,-1.9121,-0.92305,-0.62564,,
-138.9298,0.30061,-1.7052,-0.53458,-0.29758,,
-116.7049,0.25738,-1.325,-0.12184,0.18132,,
-91.9454,0.20894,-0.79624,0.23668,0.53631,,
-65.7737,0.15716,-0.20786,0.65027,0.80864,,
-38.9174,0.10396,0.26735,0.9726,1.1096,,
-12.3706,0.051269,0.63413,1.5897,1.3449,,
12.7551,0.00089441,1.0121,1.6613,1.8721,,
35.9581,-0.045516,1.3651,1.727,5.0097,,
55.9517,-0.086548,2.2987,2.2822,3.733,,
72.7474,-0.12107,2.7461,2.5433,1.5115,,
86.5423,-0.14828,2.054,2.9102,1.0758,,
96.1513,-0.16771,1.5812,3.0486,1.0692,,
101.6015,-0.17926,1.5348,3.1745,1.1552,,
102.9384,-0.18313,1.9491,2.6389,2.575,,
100.5109,-0.17987,2.5514,2.4306,2.9557,,
95.4299,-0.17027,2.4756,2.3337,1.6298,,
88.0134,-0.15535,1.7712,2.4172,2.4647,,
78.1657,-0.1363,1.5419,2.3907,2.107,,
66.939,-0.11439,1.4903,2.1244,1.6607,,
54.6534,-0.09094,1.6629,1.689,1.4424,,
42.1167,-0.067219,1.9606,1.0481,1.3827,,
30.3204,-0.044407,1.6009,0.98008,1.2267,,
19.3387,-0.023542,1.2243,0.7037,1.165,,
9.9382,-0.00549,0.70217,0.66616,0.91083,,
2.205,0.0091135,0.21204,0.72194,0.47069,,
-4.0108,0.019848,0.25561,0.37086,-0.19999,,
-8.0491,0.026547,0.25325,-0.15756,0.016831,,
-10.1753,0.029264,0.13545,-0.54153,-0.32567,,
-10.3755,0.028245,-0.051614,-0.82622,-0.77164,,
-8.8707,0.023952,-0.35037,-0.66333,-0.81712,,
-6.1184,0.016942,-0.58209,-0.22321,-2.4819,,
-1.9605,0.0078955,-1.129,-0.14542,-2.5613,,
2.9172,-0.0024689,-1.6405,-0.11763,-1.5157,,
7.6577,-0.013418,-1.3884,-0.4203,-0.63627,,
12.3404,-0.024279,-0.73508,-0.72824,-0.24392,,
16.5918,-0.034444,-0.099018,-1.2663,-0.3766,,
20.5209,-0.043422,0.11128,-1.5308,-0.18189,,
23.8752,-0.050859,-0.0045275,-1.3991,-0.33033,,
26.1846,-0.056538,0.027988,-1.2173,-0.84421,,
27.7393,-0.060433,0.0846,-1.1357,-0.87982,,
28.5568,-0.062627,-0.047169,-1.2778,-0.67885,,
28.4624,-0.063341,-0.0025284,-1.2295,-0.95757,,
28.0241,-0.062918,-0.098277,-1.2904,-1.2783,,
27.3793,-0.061763,-0.62406,-1.2667,-1.2751,,
26.4993,-0.060327,-0.85012,-1.4814,-1.3522,,
25.5534,-0.059059,-0.71383,-1.6053,-1.5224,,
24.6867,-0.058392,-0.25793,-1.6375,-1.5693,,
24.48,-0.058675,0.13941,-1.6964,-1.6595,,
25.2312,-0.060162,-0.076039,-1.5476,-1.2361,,
26.5921,-0.062988,-0.32124,-1.1551,-1.0319,,
28.6133,-0.067181,-0.20767,-0.7948,-0.94308,,
31.0758,-0.072579,-0.0011877,-0.52398,-0.54375,,
34.0484,-0.078917,0.19096,-0.48979,-0.60072,,
37.4226,-0.085801,0.18842,-0.52312,-0.33902,,
40.6616,-0.092723,0.32649,-0.34479,-0.17977,,
43.6788,-0.09913,0.66009,-0.054648,-0.22735,,
46.1915,-0.10438,0.85416,0.068055,0.097552,,
47.8041,-0.10789,0.90437,0.23822,0.36837,,
48.5052,-0.10907,0.75268,0.5344,0.48903,,
47.7398,-0.10741,0.49637,0.89331,0.55877,,
45.3679,-0.10256,0.36379,1.0216,0.75853,,
41.2711,-0.094242,0.288,1.0029,0.88554,,
35.3118,-0.082399,0.35187,0.59711,1.5786,,
27.7013,-0.06714,0.64197,0.67616,2.7502,,
18.4632,-0.048761,1.0466,0.9824,1.7093,,
7.9697,-0.027726,1.1048,1.2078,0.46181,,
-3.0844,-0.0046771,0.60189,1.1299,0.2234,,
-14.9428,0.019617,0.17195,0.94256,0.58006,,
-27.2207,0.044273,0.17388,0.80978,0.72653,,
-39.3535,0.068341,0.36865,0.53975,0.84111,,
-50.5691,0.090865,0.11088,0.35131,1.0478,,
-60.2475,0.11091,-0.46052,0.70441,0.64199,,
-68.3421,0.12761,-0.90673,1.1267,-0.37794,,
-74.5032,0.14022,-1.2446,1.1012,0.5399,,
-78.4609,0.14817,-1.0703,0.92999,1.0149,,
-80.2426,0.15106,-0.55887,0.41763,0.058035,,
-79.0606,0.14871,-0.62936,0.17679,0.67293,,
-75.2685,0.14118,-0.77875,0.052038,0.053762,,
-69.1037,0.12874,-1.0106,0.21895,0.14936,,
-60.6851,0.1119,-1.0679,0.37467,0.50615,,
-50.8048,0.09134,-0.49761,0.15447,0.21355,,
-39.3856,0.067937,-0.29223,0.37126,0.33259,,
-26.9219,0.042675,-0.15508,0.26376,0.17834,,
-14.2578,0.01663,0.0153,0.010379,0.10992,,
-1.6457,-0.0090865,-0.024954,-0.25302,-0.061363,,
10.1644,-0.033401,0.083413,-0.50124,-0.44031,,
20.7442,-0.055276,0.0041747,-0.48799,-0.32013,,
29.9161,-0.073835,-0.25699,-0.45515,-0.75889,,
37.0934,-0.088341,-0.53127,-0.4776,-0.66494,,
41.9174,-0.098257,-0.7286,-0.58379,-0.55319,,
44.3763,-0.10327,-0.72434,-0.68259,-0.94348,,
44.2125,-0.10329,-0.55045,-0.91159,-1.0238,,
41.7755,-0.098482,-0.42748,-1.3014,-1.5252,,
37.3378,-0.089236,-0.52029,-1.5609,-1.6187,,
30.9912,-0.076134,-0.62758,-1.7491,-1.8592,,
23.3083,-0.059951,-0.68645,-1.9462,-1.824,,
14.5519,-0.041596,-0.62322,-1.6916,-2.7742,,
5.3057,-0.022071,-0.75263,-1.8112,-4.0671,,
-3.4265,-0.0024135,-1.463,-1.8093,-2.6361,,
-11.9766,0.016333,-1.727,-2.0502,-1.263,,
-19.8944,0.033208,-1.2534,-2.1628,-1.1778,,
-26.443,0.047335,-0.67557,-2.5365,-1.3909,,
-31.1224,0.057987,-0.46955,-2.8335,-1.3414,,
-33.392,0.064622,-0.70804,-2.5213,-1.1016,,
-33.6415,0.066915,-0.69542,-2.0434,-1.4522,,
-31.9036,0.064724,-0.39908,-1.8366,-1.4409,,
-27.7942,0.058174,-0.24937,-1.4819,-0.8901,,
-21.8182,0.047555,-0.12044,-0.99137,-1.1477,,
-14.0125,0.033378,-0.11146,-0.63008,-0.37873,,
-4.8371,0.016305,-0.020556,-0.47999,-0.27265,,
5.1456,-0.0028695,0.22627,-0.26352,0.044436,,
15.7269,-0.023258,0.62808,0.044652,0.40917,,
26.2936,-0.043957,1.1634,0.37241,0.3163,,
36.4992,-0.064039,1.4814,0.89367,0.76598,,
46.1472,-0.082639,1.543,1.4064,1.3185,,
54.5187,-0.09899,1.5002,2.0984,1.8013,,
61.3886,-0.11244,1.4696,2.7462,2.2954,,
66.4541,-0.12251,1.5712,3.0049,2.5848,,
69.5167,-0.12888,1.7011,3.1774,2.9932,,
70.7877,-0.13141,1.7925,3.2457,2.9115,,
70.1473,-0.13014,1.8547,3.4084,2.7966,,
67.5881,-0.12531,1.9416,3.4853,2.7422,,
63.5093,-0.11729,2.0809,3.3856,2.6906,,
57.8596,-0.10656,2.2833,3.2142,3.0401,,
51.1717,-0.093738,2.3791,3.1546,2.9212,,
43.8437,-0.079446,2.124,3.2492,2.8946,,
36.089,-0.06435,1.6389,3.2628,2.9036,,
28.2982,-0.049096,1.2236,3.0144,2.8707,,
20.4511,-0.034241,1.1632,2.6853,2.6926,,
12.7457,-0.020267,1.3507,2.3138,2.1811,,
5.8615,-0.0075392,1.3124,1.9584,1.7836,,
-0.35205,0.0037231,1.0283,1.4614,1.3818,,
-5.8256,0.01344,0.74263,0.97272,0.94517,,
-10.6235,0.021686,0.52536,0.72432,0.7675,,
-14.939,0.028679,0.37007,0.55337,0.45467,,
-18.5343,0.034755,0.013735,0.35039,0.37678,,
-21.7845,0.040335,-0.44654,0.13903,0.25751,,
-25.1825,0.045931,-0.73444,-0.024086,-0.00098162,,
-28.7494,0.052055,-0.82258,-0.2193,-0.30575,,
-32.9651,0.059224,-0.80279,-0.6596,-0.85291,,
-37.7917,0.067917,-0.90384,-1.2482,-1.2291,,
-43.4075,0.078521,-1.1305,-1.7573,-1.5689,,
-50.1139,0.0913,-1.3851,-1.9888,-1.8554,,
-57.7163,0.10639,-1.6939,-2.0889,-2.0223,,
-66.2851,0.12376,-2.1001,-2.1712,-2.1481,,
-75.8595,0.14322,-2.4776,-2.2262,-2.1516,,
-86.107,0.16439,-2.6941,-2.3135,-2.2538,,
-97.0283,0.18673,-2.7488,-2.427,-2.4647,,
-108.0955,0.20957,-2.7148,-2.6704,-2.5462,,
-118.8675,0.23211,-2.6581,-3.0426,-2.7183,,
-129.0101,0.25348,-2.679,-3.2862,-2.782,,
-137.8171,0.27277,-2.7558,-3.3179,-2.8668,,
-145.0121,0.28904,-2.8791,-3.2012,-2.8378,,
-150.2367,0.30143,-3.0236,-2.9824,-2.697,,
-152.9672,0.30917,-3.1024,-2.7768,-2.529,,
-153.1848,0.31159,-3.0515,-2.5354,-2.2842,,
-150.5814,0.3082,-2.764,-2.2989,-2.0535,,
-144.9987,0.29872,-2.2986,-2.126,-1.7673,,
-136.482,0.28308,-1.855,-1.9278,-1.447,,
-124.8092,0.26143,-1.5287,-1.6188,-1.112,,
-110.3586,0.23415,-1.2678,-1.1808,-0.76622,,
-93.5112,0.20182,-0.97801,-0.70164,-0.39072,,
-74.5286,0.16524,-0.69069,-0.20464,-0.045801,,
-54.0746,0.12538,-0.45311,0.32007,0.40795,,
-32.5851,0.083321,-0.20728,0.84179,0.80013,,
-10.6999,0.040233,0.14167,1.311,1.1955,,
10.7725,-0.0026625,0.64202,1.7005,1.3298,,
31.6121,-0.044161,1.0989,1.9848,1.7701,,
51.1018,-0.08312,1.4675,2.3249,1.9632,,
68.6743,-0.1185,1.7174,2.3252,3.0037,,
83.9627,-0.14942,2.0521,2.5794,4.0778,,
96.235,-0.17514,2.6673,2.7954,2.9222,,
105.8633,-0.19517,2.7213,3.0994,2.0714,,
112.7418,-0.20924,2.2577,3.2713,1.7471,,
116.4018,-0.21728,1.9112,3.3703,1.449,,
117.1299,-0.21946,1.8061,3.0337,2.4158,,
114.819,-0.21621,2.2517,2.5674,2.7591,,
110.0068,-0.20808,2.5433,2.1412,1.6522,,
103.7296,-0.19584,2.0275,1.9861,1.8006,,
95.6295,-0.18034,1.6156,1.7794,1.2811,,
86.2916,-0.16255,1.394,1.5707,1.3047,,
76.1571,-0.14346,1.4066,1.2499,0.9993,,
65.6407,-0.12403,1.6134,0.60998,0.68171,,
55.8008,-0.10521,1.3494,0.32501,0.44768,,
46.7471,-0.087835,0.94457,-0.021895,0.17911,,
38.5662,-0.072604,0.67264,-0.33569,0.031639,,
31.9055,-0.06009,0.3954,-0.56023,-0.36489,,
26.5342,-0.050667,0.34722,-0.83081,-1.0587,,
22.8427,-0.044534,0.29954,-1.2163,-1.1331,,
20.7907,-0.041699,0.26678,-1.6155,-1.3625,,
20.2068,-0.04197,0.24161,-1.8169,-1.3942,,
21.2064,-0.045016,0.12093,-1.9052,-1.3509,,
23.4327,-0.05034,-0.10258,-1.719,-1.4982,,
26.4222,-0.057337,-0.31812,-1.5279,-1.4596,,
30.0748,-0.065318,-0.49075,-1.4682,-1.4345,,
33.7204,-0.073539,-0.5513,-1.4231,-1.2508,,
37.1001,-0.081239,-0.45055,-1.3655,-1.4293,,
39.9104,-0.087702,-0.30731,-1.4539,-1.3934,,
41.7038,-0.092263,-0.099641,-1.5132,-1.3244,,
42.4821,-0.094342,0.038549,-1.4595,-1.4421,,
41.998,-0.093498,-0.04958,-1.1555,-1.3557,,
39.8985,-0.089397,-0.22672,-0.83449,-1.2216,,
36.3705,-0.081881,-0.44831,-0.59904,-1.0538,,
31.022,-0.070936,-0.54002,-0.54476,-0.65235,,
23.9982,-0.056721,-0.3766,-0.54836,-0.6262,,
15.6654,-0.03951,-0.36035,-0.40989,-0.49018,,
6.1446,-0.019739,-0.50668,-0.32614,-0.5374,,
-4.1801,0.0020405,-0.63772,-0.34826,-0.50733,,
-15.1818,0.025197,-0.63617,-0.37595,-0.42003,,
-26.6726,0.049047,-0.45154,-0.41463,-0.45082,,
-37.875,0.072862,-0.41251,-0.36241,-0.19659,,
-48.6176,0.09589,-0.64626,-0.21584,-0.11854,,
-58.5767,0.11744,-0.86672,-0.058754,-0.0094571,,
-67.4937,0.13682,-0.92632,0.082636,0.20417,,
-75.2352,0.15347,-0.7696,0.18281,0.17575,,
-81.2804,0.16688,-0.53551,0.20978,0.24736,,
-85.4588,0.17666,-0.41431,0.17151,0.3749,,
-87.7215,0.18253,-0.435,0.2357,0.35075,,
-87.8385,0.18435,-0.53861,0.37587,0.44693,,
-86.1071,0.18208,-0.62425,0.5091,0.54445,,
-82.4438,0.17581,-0.67057,0.67526,0.70615,,
-76.8844,0.16573,-0.71547,0.80093,0.78793,,
-69.8016,0.15214,-0.65519,0.94236,1.0172,,
-61.171,0.13543,-0.43623,1.1123,1.1453,,
-51.3095,0.11602,-0.13084,1.2153,1.1209,,
-40.4611,0.094412,0.12221,1.2546,1.1873,,
-28.7084,0.071127,0.2866,1.2405,1.1292,,
-16.6086,0.04669,0.4475,1.2208,1.0899,,
-4.2987,0.021633,0.64948,1.152,1.1223,,
8.0449,-0.0035281,0.78457,1.098,1.0936,,
20.0117,-0.028312,0.86501,1.089,1.1204,,
31.6085,-0.05228,0.9639,1.0511,1.1094,,
42.5022,-0.075051,1.0997,1.0415,1.0264,,
52.4618,-0.096296,1.2486,0.99095,0.99226,,
61.5902,-0.11573,1.3483,0.84542,0.95293,,
69.5457,-0.13317,1.4007,0.70907,0.89056,,
76.373,-0.14846,1.4537,0.57712,0.70891,,
82.0825,-0.16151,1.4396,0.47094,0.63354,,
86.5754,-0.17231,1.3382,0.43155,0.56824,,
90.0786,-0.18088,1.1967,0.37506,0.41202,,
92.5004,-0.18727,1.0671,0.28605,0.27551,,
93.7276,-0.19163,1.0671,0.13852,0.08934,,
94.1382,-0.19411,1.1166,-0.063279,-0.085054,,
93.602,-0.19489,1.1215,-0.25206,-0.23566,,
92.4132,-0.19417,1.0002,-0.37148,-0.40585,,
90.6768,-0.19219,0.77985,-0.41308,-0.51281,,
88.35,-0.18918,0.5902,-0.45187,-0.57136,,
85.7545,-0.1854,0.48959,-0.53121,-0.60735,,
82.9526,-0.18107,0.38678,-0.62331,-0.69613,,
