"Force","Voltage","Acceleration1","Acceleration2","Acceleration3","Fs",
-99.0487,0.18825,-1.1532,0.24791,0.48669,,
-91.071,0.17167,-0.64859,0.18917,0.14271,,
-79.974,0.14921,-0.35331,0.32148,0.33399,,
-66.3904,0.1218,-0.3737,0.66541,0.77959,,
-51.0415,0.090586,-0.3118,0.88967,1.0351,,
-34.3698,0.056911,-0.37195,1.0808,1.1549,,
-17.4776,0.022184,-0.15324,1.0285,0.97106,,
-0.7614,-0.012108,0.14305,0.90601,0.62436,,
15.1747,-0.044517,0.20771,0.65814,0.48779,,
29.373,-0.073691,0.20707,0.36599,0.27829,,
41.5574,-0.098434,0.065267,0.18034,0.05691,,
50.9518,-0.11778,-0.06455,0.12695,-0.27171,,
57.2596,-0.131,-0.13313,0.095217,-0.21505,,
60.4326,-0.13768,-0.28775,-0.020016,-0.27801,,
60.25,-0.13771,-0.41493,-0.20885,-0.46711,,
57.0032,-0.13131,-0.44498,-0.49216,-0.73297,,
51.0085,-0.11898,-0.5093,-0.89397,-1.1,,
42.3498,-0.1015,-0.48728,-1.3555,-1.4347,,
31.8513,-0.079925,-0.38537,-1.9556,-1.6758,,
19.9129,-0.055457,-0.30409,-1.9975,-3.1824,,
7.5252,-0.029425,-0.72878,-2.1338,-4.8035,,
-4.498,-0.0032156,-1.7115,-2.3167,-3.3938,,
-16.258,0.021787,-2.0257,-2.7564,-1.59,,
-27.0875,0.04429,-1.4169,-3.0782,-0.54567,,
-36.0076,0.06312,-0.72054,-3.2425,-1.4787,,
-42.3102,0.077323,-0.76979,-3.2546,-2.6844,,
-45.2834,0.08617,-1.6499,-2.9888,-2.9759,,
-45.7737,0.089221,-1.8758,-2.8279,-2.6679,,
-43.9045,0.086321,-1.0398,-3.008,-1.4789,,
-39.2255,0.077566,0.0025872,-2.857,-1.3644,,
-31.6188,0.063406,0.33567,-2.5589,-2.5077,,
-20.9072,0.044505,-0.5357,-1.8681,-1.4508,,
-8.4327,0.021741,-1.0554,-1.1959,-1.1356,,
4.754,-0.0038193,-0.60555,-0.66163,-0.66652,,
18.5957,-0.03101,0.31466,-0.42727,-0.047992,,
32.4906,-0.058603,1.1834,-0.37359,-0.20674,,
46.2123,-0.085373,1.4076,0.18447,0.29827,,
59.0035,-0.11018,1.4321,0.62811,0.71813,,
70.0606,-0.13199,1.537,1.3315,1.338,,
79.2687,-0.14993,1.5647,2.1921,1.7376,,
86.2388,-0.16335,1.6135,2.741,1.9874,,
90.5091,-0.17183,1.7542,3.2419,2.682,,
92.3706,-0.1752,1.8734,3.4726,2.8033,,
91.5491,-0.17353,2.0496,3.5941,3.0597,,
88.2916,-0.16709,2.2608,3.5257,3.1214,,
82.9539,-0.15639,2.4015,3.4914,2.7863,,
75.6891,-0.14209,2.581,3.4807,3.1625,,
67.0858,-0.12498,2.739,3.5266,3.2113,,
57.6979,-0.10593,2.5943,3.8051,3.5717,,
47.6296,-0.085807,2.3172,3.9664,3.6188,,
37.5484,-0.065456,1.9982,3.8208,3.5958,,
27.4545,-0.045648,1.8379,3.5347,3.4703,,
17.732,-0.027012,1.8407,3.0124,2.8478,,
8.9052,-0.010046,1.5744,2.633,2.5916,,
0.90431,0.0049662,1.2408,2.3292,2.1101,,
-6.112,0.017927,1.0438,1.9998,1.8034,,
-12.2735,0.028926,1.0564,1.7238,1.8335,,
-17.8353,0.038244,1.1193,1.5071,1.4409,,
-22.3977,0.046346,0.68752,1.471,1.3867,,
-26.5575,0.053787,-0.044217,1.3758,1.1625,,
-30.7921,0.061245,-0.61923,1.0977,0.81197,,
-35.5531,0.069418,-0.738,0.62903,0.6073,,
-41.2384,0.078968,-0.48181,0.021715,0.019585,,
-47.6139,0.090561,-0.50343,-0.43662,-0.37973,,
-54.8526,0.1047,-1.0286,-0.80134,-0.98231,,
-63.5192,0.12174,-1.6554,-1.119,-1.3783,,
-73.6144,0.14186,-2.0198,-1.4068,-1.5142,,
-85.3585,0.16503,-2.1159,-1.74,-1.8023,,
-98.3488,0.19096,-2.2745,-2.0453,-1.9034,,
-112.1658,0.21918,-2.6579,-2.3195,-2.1936,,
-126.7036,0.24897,-3.0616,-2.5721,-2.5164,,
-141.3974,0.27943,-3.2905,-2.8109,-2.6208,,
-155.7784,0.30948,-3.3188,-3.1354,-2.8741,,
-169.314,0.33798,-3.3663,-3.4403,-3.0189,,
-181.1853,0.36369,-3.4442,-3.7262,-3.2486,,
-191.0339,0.38539,-3.5641,-3.8222,-3.2987,,
-198.2468,0.40192,-3.6861,-3.7321,-3.2513,,
-202.2653,0.41223,-3.7446,-3.6099,-3.2296,,
-202.8878,0.41545,-3.7634,-3.4304,-3.0298,,
-199.6792,0.41093,-3.6088,-3.2404,-2.9416,,
-192.5302,0.3983,-3.2657,-2.9965,-2.6064,,
-181.4684,0.37744,-2.8095,-2.7097,-2.1782,,
-166.3607,0.34858,-2.3757,-2.3481,-1.816,,
-147.6055,0.3122,-2.0409,-1.8983,-1.3385,,
-125.5495,0.26909,-1.6824,-1.4549,-0.95756,,
-100.6451,0.22032,-1.299,-0.91218,-0.56314,,
-73.7539,0.16718,-0.88942,-0.40067,-0.1736,,
-45.3441,0.1111,-0.46662,0.12452,0.094727,,
-16.2591,0.05365,-0.10236,0.67394,0.52617,,
12.4586,-0.0035419,0.35956,1.1671,0.96036,,
40.1576,-0.05888,0.93411,1.6203,1.4388,,
65.9978,-0.11083,1.4367,1.9635,2.5437,,
89.2732,-0.15801,1.9422,2.3024,3.3846,,
109.4561,-0.19923,2.4393,2.6894,3.1068,,
126.06,-0.23353,2.7097,3.0008,2.082,,
139.0384,-0.26023,2.6874,3.1888,1.4729,,
148.1153,-0.27898,2.4991,3.3357,1.6511,,
152.9652,-0.2897,2.4105,3.2371,2.3667,,
153.8854,-0.29262,2.6007,3.0685,3.0365,,
151.0265,-0.28828,2.8199,2.9005,2.4923,,
145.1573,-0.27744,2.6121,2.6851,2.1827,,
136.6672,-0.26112,2.2154,2.5098,2.0649,,
125.8011,-0.24046,2.0587,2.1375,1.7053,,
113.4418,-0.21673,2.0416,1.7691,1.524,,
100.1827,-0.19127,2.1363,1.252,1.1383,,
86.6722,-0.16537,1.9859,0.85892,0.87886,,
73.8297,-0.14027,1.5741,0.59345,0.78926,,
61.7917,-0.1171,1.1959,0.27464,0.52294,,
51.1503,-0.096806,0.85501,0.037314,0.18243,,
42.2215,-0.080116,0.65465,-0.27107,-0.41226,,
35.2183,-0.06755,0.55785,-0.7148,-0.82589,,
30.4996,-0.059375,0.50242,-1.2018,-1.0063,,
28.0246,-0.055587,0.45322,-1.6187,-1.2322,,
27.4682,-0.055951,0.41329,-1.8151,-1.2732,,
28.9678,-0.060016,0.27433,-1.786,-1.3628,,
31.9314,-0.067119,0.074146,-1.6288,-1.3796,,
36.0391,-0.076448,-0.16145,-1.4548,-1.3323,,
40.8203,-0.087084,-0.31493,-1.3803,-1.2837,,
45.6347,-0.098037,-0.30093,-1.3344,-1.2999,,
50.2124,-0.10831,-0.13752,-1.3696,-1.5415,,
54.0458,-0.11693,0.071864,-1.4861,-1.8524,,
56.6332,-0.12301,0.10163,-1.641,-1.2347,,
57.7869,-0.12579,0.1416,-1.4512,-0.73998,,
56.8595,-0.12466,0.31199,-1.1139,-1.5081,,
54.0882,-0.11919,0.032575,-0.84925,-1.1971,,
49.2176,-0.10917,-0.34098,-0.56462,-0.72197,,
41.9083,-0.094582,-0.39639,-0.40157,-0.73239,,
32.6153,-0.075619,-0.40075,-0.23406,-0.38618,,
21.4627,-0.052678,-0.32048,-0.3651,-0.60582,,
8.7347,-0.026319,-0.56701,-0.3462,-0.58527,,
-5.1034,0.0027233,-0.78785,-0.38398,-0.57005,,
-20.0966,0.033602,-0.64086,-0.52358,-0.61481,,
-35.4002,0.065404,-0.64617,-0.46436,-0.41086,,
-50.4784,0.097151,-0.82719,-0.38714,-0.3818,,
-65.0398,0.12786,-1.0417,-0.19966,-0.15085,,
-78.4783,0.15658,-1.1684,-0.05375,-0.053391,,
-90.4672,0.18244,-1.1465,0.031807,-0.037505,,
-100.7294,0.20464,-1.0819,-0.018136,0.19176,,
-108.7076,0.22252,-0.98692,-0.1122,0.052289,,
-114.4026,0.23555,-0.87505,-0.078721,0.057748,,
-117.5118,0.24338,-0.84021,-0.048566,0.063327,,
-117.8489,0.2458,-0.92977,0.090453,0.23007,,
-115.6651,0.24278,-1.0032,0.28814,0.39104,,
-110.7932,0.23442,-1.0382,0.41367,0.4059,,
-103.4452,0.22098,-1.0185,0.61441,0.72154,,
-94.0186,0.20287,-0.82321,0.78359,0.84594,,
-82.5088,0.18059,-0.55315,0.85621,1.0123,,
-69.4143,0.1547,-0.27348,1.0291,1.1368,,
-54.9221,0.12589,-0.066326,1.1737,1.0627,,
-39.3353,0.094835,0.096384,1.3583,1.2051,,
-23.2975,0.062252,0.39037,1.2132,1.4549,,
-6.8419,0.028843,0.72485,1.1806,1.9072,,
9.626,-0.0047007,1.021,1.1525,1.5128,,
25.7286,-0.037745,1.12,1.2193,1.2328,,
41.3696,-0.069705,1.0943,1.3363,0.67901,,
55.9691,-0.10007,1.1344,1.3356,0.30181,,
69.4528,-0.1284,1.1785,1.2596,1.2441,,
81.4959,-0.15431,1.5411,1.2062,1.4671,,
92.0133,-0.17757,1.8954,0.99513,0.84427,,
101.3922,-0.19796,1.8209,0.85842,1.1125,,
109.2691,-0.21536,1.7175,0.73672,0.69882,,
115.496,-0.22975,1.5708,0.70968,0.76239,,
120.2443,-0.24116,1.6186,0.54243,0.57585,,
123.3337,-0.2497,1.8044,0.26126,0.28271,,
125.1971,-0.25552,1.7308,0.1907,0.28868,,
125.7538,-0.25882,1.7167,0.056683,0.19356,,
125.1224,-0.25985,1.6415,-0.028671,0.16386,,
123.7206,-0.25889,1.3923,-0.08272,-0.11229,,
121.5136,-0.25626,1.2179,-0.21385,-0.32244,,
118.4642,-0.25224,1.1077,-0.37101,-0.38998,,
115.0496,-0.24719,1.0537,-0.57927,-0.69719,,
111.2426,-0.24141,0.91128,-0.70691,-0.69983,,
107.3506,-0.23523,0.6387,-0.84806,-0.79623,,
103.4698,-0.22891,0.31547,-0.83746,-1.0398,,
