"Force","Voltage","Acceleration1","Acceleration2","Acceleration3","Fs",
59.6088,-0.13506,0.32823,-0.69437,-0.63699,,
57.782,-0.13196,0.34652,-0.62941,-0.56622,,
55.5974,-0.12789,0.35862,-0.55799,-0.47557,,
52.8652,-0.1229,0.3621,-0.47692,-0.39205,,
49.8552,-0.11706,0.37716,-0.38956,-0.31155,,
46.4129,-0.11042,0.37569,-0.29588,-0.21787,,
42.577,-0.10303,0.37536,-0.20511,-0.12577,,
38.4617,-0.094886,0.36658,-0.11388,-0.040725,,
33.9198,-0.086023,0.33839,-0.016759,0.056491,,
29.1107,-0.076436,0.32121,0.074627,0.13616,,
24.0495,-0.066111,0.28836,0.17187,0.21897,,
18.5221,-0.055029,0.24277,0.26213,0.30433,,
12.7531,-0.043182,0.20834,0.33903,0.36179,,
6.574,-0.030557,0.14173,0.41647,0.43513,,
-0.014296,-0.017176,0.085235,0.48159,0.48638,,
-6.8614,-0.003071,0.0073381,0.53078,0.52729,,
-14.1198,0.011702,-0.073299,0.57219,0.55848,,
-21.5561,0.027033,-0.15878,0.59495,0.56693,,
-29.104,0.042791,-0.25201,0.60086,0.57746,,
-36.8565,0.058782,-0.35102,0.59977,0.5677,,
-44.4828,0.074794,-0.44056,0.57606,0.54474,,
-52.0209,0.09057,-0.54944,0.54456,0.5189,,
-59.3514,0.10583,-0.64692,0.49684,0.46841,,
-66.1695,0.12027,-0.75068,0.43638,0.41289,,
-72.5308,0.13358,-0.84151,0.36355,0.3481,,
-78.0834,0.14543,-0.9159,0.2814,0.26811,,
-82.6812,0.15554,-0.99901,0.19696,0.19805,,
-86.3725,0.16366,-1.0688,0.10682,0.11426,,
-88.8394,0.16955,-1.1227,0.016293,0.020327,,
-90.1867,0.17306,-1.1672,-0.075513,-0.064356,,
-90.3759,0.1741,-1.1827,-0.166,-0.14466,,
-89.2196,0.17264,-1.1994,-0.25709,-0.22136,,
-86.9865,0.16876,-1.1974,-0.337,-0.29986,,
-83.5561,0.1626,-1.1812,-0.40697,-0.36916,,
-79.0406,0.15438,-1.1596,-0.46728,-0.42776,,
-73.7446,0.14441,-1.1161,-0.51913,-0.48449,,
-67.6523,0.13303,-1.0603,-0.57104,-0.53879,,
-61.1212,0.12068,-1.0103,-0.60674,-0.57456,,
-54.3818,0.10778,-0.9472,-0.64045,-0.6108,,
-47.5018,0.094807,-0.89231,-0.66631,-0.64411,,
-40.9377,0.082215,-0.83426,-0.6809,-0.66772,,
-34.6891,0.070429,-0.77388,-0.69358,-0.69972,,
-28.9537,0.059851,-0.72323,-0.70217,-0.70982,,
-24.0572,0.050801,-0.66909,-0.70539,-0.71781,,
-19.9236,0.043541,-0.62514,-0.70919,-0.72811,,
-16.8043,0.038231,-0.58354,-0.70672,-0.72098,,
-14.7282,0.034938,-0.54074,-0.70036,-0.71936,,
-13.5335,0.033646,-0.50653,-0.69687,-0.70932,,
-13.3691,0.034227,-0.47565,-0.68778,-0.69036,,
-13.9419,0.03646,-0.44284,-0.67566,-0.67199,,
-15.0854,0.040041,-0.41142,-0.65681,-0.63454,,
-16.8198,0.044608,-0.37,-0.62868,-0.59119,,
-18.7138,0.049739,-0.32261,-0.59363,-0.54195,,
-20.7174,0.054987,-0.28467,-0.53983,-0.47183,,
-22.613,0.059885,-0.23241,-0.47454,-0.39758,,
-24.0416,0.063995,-0.17969,-0.39412,-0.30616,,
-25.0146,0.066893,-0.10647,-0.29768,-0.19654,,
-25.1688,0.068232,-0.023167,-0.18575,-0.082875,,
-24.3561,0.067709,0.063186,-0.05369,0.053654,,
-22.6676,0.065127,0.15574,0.098354,0.19331,,
-19.8445,0.060367,0.26142,0.26402,0.34892,,
-16.0538,0.053421,0.37581,0.4409,0.5092,,
-11.3581,0.044369,0.50273,0.62511,0.67269,,
-5.6782,0.033379,0.62914,0.81505,0.84512,,
0.63511,0.02073,0.75695,1.0124,1.0047,,
7.5912,0.0067523,0.88381,1.2083,1.1662,,
15.031,-0.0081847,1.0007,1.3913,1.3215,,
22.5224,-0.023628,1.1189,1.568,1.4619,,
30.0902,-0.039156,1.2354,1.72,1.5835,,
37.3454,-0.054335,1.3288,1.8524,1.6913,,
44.0666,-0.068745,1.4139,1.9544,1.7707,,
50.2503,-0.082025,1.4827,2.0327,1.8181,,
55.5405,-0.093862,1.5307,2.0745,1.8602,,
59.9801,-0.10401,1.5736,2.0729,1.8537,,
63.5475,-0.11233,1.5867,2.0401,1.8232,,
65.9864,-0.11873,1.58,1.9766,1.7587,,
67.5367,-0.1232,1.5548,1.8822,1.6625,,
68.0825,-0.12583,1.499,1.7593,1.5566,,
67.6854,-0.12675,1.4411,1.5976,1.4084,,
66.5776,-0.12616,1.364,1.4038,1.2403,,
64.7227,-0.12431,1.2653,1.1916,1.058,,
62.3988,-0.12143,1.163,0.95094,0.8555,,
59.7871,-0.11778,1.037,0.70555,0.64232,,
56.7923,-0.11362,0.90473,0.46268,0.41742,,
53.7692,-0.10916,0.76493,0.2169,0.2003,,
50.6395,-0.10457,0.61729,-0.02727,-0.015431,,
47.4583,-0.099964,0.47745,-0.2684,-0.24299,,
44.4054,-0.095424,0.32672,-0.50465,-0.45191,,
41.3001,-0.090937,0.17891,-0.72462,-0.6609,,
38.3024,-0.086458,0.032681,-0.93485,-0.86871,,
35.3947,-0.081885,-0.11567,-1.1341,-1.0498,,
32.2846,-0.077063,-0.25582,-1.3077,-1.2178,,
29.138,-0.071823,-0.38703,-1.4607,-1.3688,,
25.7124,-0.06598,-0.51555,-1.5928,-1.4961,,
21.9011,-0.059354,-0.63487,-1.7034,-1.6066,,
17.7794,-0.051787,-0.7593,-1.7931,-1.6967,,
13.1026,-0.043166,-0.87591,-1.8649,-1.7677,,
8.0154,-0.033421,-0.97125,-1.9227,-1.8259,,
2.5599,-0.022571,-1.0632,-1.9641,-1.8602,,
-3.4547,-0.010685,-1.1442,-1.9872,-1.8742,,
-9.7001,0.0020791,-1.2097,-1.9905,-1.8754,,
-16.2289,0.015479,-1.2735,-1.967,-1.8504,,
-22.8866,0.029209,-1.3146,-1.925,-1.8037,,
-29.3613,0.042894,-1.3531,-1.8638,-1.7337,,
-35.657,0.056126,-1.3714,-1.7753,-1.6415,,
-41.3625,0.06845,-1.3573,-1.6763,-1.5422,,
-46.2449,0.079427,-1.3308,-1.558,-1.4107,,
-50.2994,0.088611,-1.2792,-1.4181,-1.2676,,
-53.114,0.095612,-1.2077,-1.2591,-1.1045,,
-54.7052,0.10011,-1.111,-1.0791,-0.91976,,
-54.9902,0.10186,-0.99212,-0.87138,-0.72134,,
-53.7246,0.1007,-0.87145,-0.6553,-0.50368,,
-51.15,0.096616,-0.70771,-0.41849,-0.28799,,
-47.1138,0.0897,-0.5636,-0.17639,-0.05527,,
-41.7507,0.080163,-0.37532,0.071227,0.18137,,
-35.3652,0.068343,-0.20716,0.32419,0.40534,,
-28.0244,0.054681,-0.0028812,0.58482,0.61928,,
-20.0931,0.039705,0.13416,0.83768,0.86169,,
-11.9668,0.02402,0.3164,1.0729,1.0449,,
-3.7446,0.0082625,0.46374,1.3074,1.2307,,
3.9981,-0.0069039,0.61733,1.4972,1.3992,,
11.1492,-0.020847,0.73651,1.6676,1.5339,,
17.4495,-0.032983,0.83333,1.7988,1.6358,,
22.4381,-0.04279,0.90565,1.8988,1.7002,,
26.1437,-0.049873,0.95665,1.9503,1.7487,,
28.2773,-0.053958,0.9758,1.9737,1.7558,,
28.7495,-0.054909,0.98636,1.9376,1.7291,,
27.7421,-0.052746,0.96256,1.8617,1.6521,,
25.1415,-0.047626,0.90886,1.7628,1.5626,,
21.2761,-0.039889,0.83543,1.6129,1.4328,,
16.4114,-0.029989,0.74862,1.4264,1.2807,,
10.611,-0.0185,0.64647,1.22,1.1011,,
4.4347,-0.0060719,0.54072,0.9927,0.91682,,
-1.8971,0.0065598,0.41523,0.74983,0.73058,,
-8.0717,0.018652,0.3074,0.50552,0.50484,,
-13.5502,0.02948,0.18439,0.26999,0.31062,,
-18.1934,0.038355,0.072782,0.045729,0.12951,,
-21.5555,0.04469,-0.014147,-0.1644,-0.068546,,
-23.3615,0.04801,-0.083954,-0.36051,-0.23616,,
-23.6315,0.047974,-0.14507,-0.52282,-0.37389,,
-22.0795,0.044427,-0.18591,-0.65693,-0.49431,,
-18.8672,0.037381,-0.20613,-0.75869,-0.60494,,
-14.102,0.027013,-0.20707,-0.8229,-0.6815,,
-7.7958,0.013714,-0.21722,-0.86099,-0.73419,,
-0.42672,-0.0019994,-0.19566,-0.86823,-0.77304,,
7.8382,-0.019436,-0.16076,-0.85712,-0.78428,,
16.657,-0.037823,-0.10557,-0.82411,-0.79368,,
25.409,-0.056276,-0.063303,-0.77165,-0.77408,,
33.8685,-0.073896,-0.028012,-0.71086,-0.75384,,
41.4475,-0.089789,0.00037632,-0.63986,-0.72455,,
47.698,-0.10309,0.026683,-0.56856,-0.69659,,
52.3956,-0.11303,0.039125,-0.50463,-0.65994,,
55.0375,-0.11894,0.044452,-0.46311,-0.63273,,
55.5423,-0.12034,0.034997,-0.43365,-0.62661,,
53.8527,-0.11693,0.0024578,-0.42525,-0.60798,,
49.6752,-0.1086,-0.05366,-0.42193,-0.6071,,
43.2749,-0.095427,-0.11426,-0.44284,-0.62077,,
34.6895,-0.077742,-0.20041,-0.47831,-0.62888,,
24.128,-0.056041,-0.29872,-0.52768,-0.64677,,
12.08,-0.031009,-0.41756,-0.58823,-0.67199,,
-1.2218,-0.0034899,-0.54142,-0.66153,-0.70149,,
-15.1687,0.025583,-0.65112,-0.73569,-0.73636,,
-29.1887,0.055162,-0.78031,-0.80049,-0.75749,,
-42.9971,0.084194,-0.88784,-0.85915,-0.77814,,
-55.8423,0.11162,-0.97725,-0.90361,-0.78782,,
-67.3934,0.13644,-1.0485,-0.92488,-0.76632,,
-77.2577,0.15777,-1.0873,-0.91923,-0.73206,,
-84.8784,0.17484,-1.1169,-0.88608,-0.66901,,
-90.1985,0.18706,-1.1147,-0.82134,-0.59182,,
-92.8517,0.19401,-1.0827,-0.72773,-0.49115,,
-92.7514,0.19552,-1.0073,-0.61263,-0.37336,,
-90.0882,0.19158,-0.90521,-0.46469,-0.21866,,
-84.8066,0.18243,-0.75755,-0.30335,-0.06675,,
-77.2514,0.16847,-0.58549,-0.10393,0.099096,,
-67.7337,0.15031,-0.41692,0.11125,0.30203,,
-56.4897,0.12869,-0.21638,0.33558,0.48157,,
-44.1421,0.10447,-0.025166,0.57462,0.68177,,
-30.9944,0.078585,0.18454,0.81558,0.88399,,
-17.4934,0.051993,0.39011,1.0361,1.0728,,
-4.2954,0.025646,0.58756,1.2462,1.2529,,
8.3434,0.00045874,0.77767,1.4304,1.3947,,
19.8746,-0.022743,0.94467,1.586,1.5195,,
29.9425,-0.043264,1.0859,1.7038,1.6542,,
38.4067,-0.060522,1.2074,1.775,1.8325,,
44.8789,-0.074131,1.33,1.8513,1.753,,
49.4242,-0.083847,1.398,1.883,1.5587,,
52.1188,-0.089617,1.3491,1.8603,1.618,,
52.7411,-0.091554,1.3112,1.8059,1.6712,,
51.627,-0.089923,1.3265,1.7152,1.592,,
48.875,-0.085125,1.3034,1.571,1.4931,,
44.7208,-0.077667,1.2286,1.4035,1.3242,,
39.6309,-0.06814,1.0569,1.2569,1.1705,,
33.6865,-0.057187,0.91198,1.075,1.0219,,
27.3571,-0.04547,0.81818,0.85071,0.81596,,
21.0681,-0.033602,0.67946,0.63656,0.61347,,
14.8734,-0.02219,0.51677,0.42629,0.42854,,
9.2698,-0.011762,0.35686,0.22365,0.25777,,
4.3209,-0.0027323,0.1937,0.045681,0.065098,,
0.15547,0.0045663,0.051661,-0.13552,-0.11297,,
-2.9617,0.0099296,-0.083319,-0.31189,-0.28621,,
-5.1722,0.013278,-0.20633,-0.47584,-0.48564,,
-6.3465,0.01463,-0.28634,-0.63826,-0.65615,,
-6.4586,0.01413,-0.38555,-0.78484,-0.75589,,
-5.8674,0.011983,-0.45351,-0.89616,-0.88314,,
-4.4708,0.0084783,-0.5044,-0.98002,-0.99301,,
-2.5666,0.0039584,-0.56554,-1.043,-1.0694,,
-0.38194,-0.0012272,-0.61174,-1.083,-1.1295,,
2.0673,-0.0067051,-0.65749,-1.1258,-1.1839,,
4.4059,-0.012132,-0.65742,-1.1684,-1.2268,,
6.6495,-0.017212,-0.64171,-1.2013,-1.2722,,
8.7506,-0.021706,-0.63257,-1.2191,-1.2802,,
10.3712,-0.025418,-0.6,-1.2317,-1.2691,,
11.7012,-0.028265,-0.56039,-1.2242,-1.2713,,
12.5939,-0.030207,-0.53184,-1.1778,-1.2321,,
13.022,-0.031303,-0.50169,-1.134,-1.1715,,
13.2215,-0.031667,-0.46542,-1.0938,-1.117,,
13.0546,-0.03145,-0.40924,-1.0393,-1.0534,,
12.7672,-0.030878,-0.34588,-0.97245,-0.97267,,
12.5533,-0.03016,-0.28743,-0.88831,-0.87027,,
12.2809,-0.029523,-0.22751,-0.7921,-0.77512,,
12.2721,-0.029188,-0.14111,-0.69531,-0.66237,,
12.4773,-0.029331,-0.046816,-0.57057,-0.50829,,
12.9025,-0.030077,0.059399,-0.43543,-0.37526,,
13.752,-0.031495,0.13854,-0.29294,-0.21763,,
14.8388,-0.033583,0.20419,-0.1276,-0.060035,,
16.2606,-0.036283,0.27275,0.047357,0.084587,,
17.9982,-0.039455,0.35903,0.21331,0.25071,,
19.7233,-0.042894,0.45282,0.37651,0.41106,,
21.5496,-0.04636,0.54505,0.53799,0.55535,,
23.2014,-0.049559,0.60901,0.6992,0.70313,,
24.4715,-0.052188,0.66879,0.85471,0.82404,,
25.3721,-0.053946,0.70887,0.99092,0.93314,,
25.5737,-0.054531,0.7351,1.1009,1.0468,,
25.0964,-0.053701,0.75201,1.1915,1.1361,,
23.921,-0.051269,0.7523,1.2686,1.2065,,
21.747,-0.04712,0.73679,1.3223,1.2601,,
18.7715,-0.041196,0.71557,1.3498,1.2862,,
14.9268,-0.033568,0.66366,1.3562,1.2853,,
10.2153,-0.024385,0.59889,1.3256,1.2512,,
4.9049,-0.013862,0.52265,1.2584,1.1884,,
-1.0142,-0.0023351,0.42865,1.1661,1.1161,,
-7.2203,0.009807,0.33926,1.0475,1.0254,,
-13.4161,0.022134,0.23301,0.91971,0.91886,,
-19.5922,0.034173,0.10593,0.79466,0.79944,,
-25.2959,0.045432,-0.0047627,0.65455,0.67117,,
-30.4273,0.055459,-0.11158,0.49801,0.54502,,
-34.8256,0.06381,-0.20182,0.33441,0.40195,,
-38.1191,0.070113,-0.29594,0.1681,0.25,,
-40.3568,0.074084,-0.39559,0.0055186,0.10505,,
-41.3176,0.075536,-0.46782,-0.15105,-0.056395,,
-40.8607,0.074359,-0.53695,-0.29641,-0.18562,,
-39.2204,0.070597,-0.58956,-0.42784,-0.31229,,
-36.2559,0.064381,-0.63106,-0.54138,-0.44258,,
-32.21,0.055955,-0.67184,-0.64827,-0.5545,,
-27.3337,0.045681,-0.68091,-0.74625,-0.6656,,
-21.6468,0.033973,-0.67598,-0.83627,-0.75958,,
-15.5967,0.021343,-0.67444,-0.91102,-0.85135,,
-9.3073,0.0083174,-0.6582,-0.97904,-0.93707,,
-2.9636,-0.0045428,-0.65654,-1.0336,-1.0096,,
2.9254,-0.016695,-0.63798,-1.0818,-1.0687,,
8.338,-0.027636,-0.61228,-1.1265,-1.1279,,
12.9329,-0.036912,-0.60324,-1.1634,-1.182,,
16.4804,-0.04417,-0.59773,-1.2026,-1.235,,
19.0252,-0.049125,-0.59605,-1.2477,-1.2771,,
20.3173,-0.051636,-0.58826,-1.2883,-1.3081,,
20.4362,-0.051643,-0.57175,-1.3225,-1.3388,,
19.5457,-0.049245,-0.57071,-1.3482,-1.3496,,
17.4876,-0.044616,-0.5752,-1.3569,-1.3473,,
14.6454,-0.038069,-0.57349,-1.3591,-1.3405,,
11.0676,-0.029972,-0.56821,-1.3519,-1.3108,,
6.9228,-0.0208,-0.55076,-1.3308,-1.2739,,
2.61,-0.011038,-0.5382,-1.3015,-1.2261,,
-1.7876,-0.0012074,-0.52572,-1.2537,-1.1596,,
-5.9034,0.0081654,-0.49157,-1.1827,-1.0872,,
-9.4259,0.016608,-0.44796,-1.0887,-0.98135,,
-12.3635,0.023665,-0.38657,-0.9664,-0.85346,,
-14.3377,0.028998,-0.31403,-0.81883,-0.71104,,
-15.3349,0.032314,-0.23756,-0.64289,-0.53674,,
-15.3559,0.033455,-0.1355,-0.44731,-0.35203,,
-14.1963,0.03236,-0.024849,-0.23646,-0.15981,,
-12.0801,0.029085,0.091644,-0.013683,0.057832,,
-8.966,0.023783,0.23269,0.21987,0.27088,,
-4.8975,0.016684,0.37784,0.46759,0.50003,,
-0.2837,0.0081488,0.52184,0.7215,0.72921,,
4.8908,-0.0014355,0.66997,0.97707,0.9435,,
10.2988,-0.011633,0.79481,1.2284,1.1674,,
15.617,-0.021973,0.93333,1.467,1.3638,,
20.813,-0.03202,1.0569,1.6816,1.5522,,
25.4883,-0.041322,1.1608,1.8737,1.7202,,
29.5729,-0.0495,1.2548,2.0368,1.8556,,
32.999,-0.056224,1.3214,2.1716,1.9723,,
35.4057,-0.061258,1.3775,2.2792,2.0631,,
36.9391,-0.064439,1.422,2.3398,2.114,,
37.4547,-0.065701,1.4311,2.3649,2.1404,,
36.8957,-0.06507,1.422,2.354,2.1316,,
35.4802,-0.062657,1.3806,2.3057,2.0865,,
33.1299,-0.058648,1.3238,2.2201,2.0194,,
30.0921,-0.05329,1.2582,2.1019,1.9125,,
26.5962,-0.046872,1.1701,1.9485,1.7822,,
22.5719,-0.039725,1.0655,1.7697,1.6311,,
18.4065,-0.03218,0.95145,1.5619,1.448,,
14.141,-0.024546,0.82381,1.3386,1.2576,,
9.8656,-0.017127,0.69461,1.1017,1.0465,,
5.8695,-0.010138,0.55095,0.8583,0.82638,,
2.0758,-0.0037734,0.39912,0.61304,0.60712,,
-1.3283,0.0018555,0.247,0.36883,0.37782,,
-4.2271,0.0067139,0.090786,0.12376,0.15243,,
-6.8759,0.010849,-0.064079,-0.10944,-0.068091,,
-9.0992,0.014346,-0.20756,-0.34357,-0.29432,,
-11.0752,0.01738,-0.3609,-0.56284,-0.50689,,
-12.9891,0.020167,-0.50059,-0.77267,-0.71476,,
-14.7802,0.022962,-0.64128,-0.96893,-0.9074,,
-16.7562,0.026024,-0.76939,-1.1475,-1.0783,,
-18.9132,0.029614,-0.88623,-1.3093,-1.2445,,
-21.2612,0.033959,-1.0157,-1.4559,-1.3818,,
-24.1388,0.039257,-1.1402,-1.5796,-1.507,,
-27.3914,0.045648,-1.2535,-1.6934,-1.6278,,
-31.1689,0.053197,-1.3576,-1.7951,-1.719,,
-35.5371,0.061884,-1.4411,-1.8825,-1.801,,
-40.2399,0.071607,-1.5242,-1.954,-1.8606,,
-45.3904,0.082188,-1.5941,-2.0072,-1.8997,,
-50.7288,0.093357,-1.652,-2.0316,-1.9222,,
-55.9882,0.10478,-1.6955,-2.0324,-1.9074,,
-61.2004,0.11605,-1.7183,-2.0107,-1.8775,,
-65.9782,0.12674,-1.7212,-1.9651,-1.8264,,
-70.1691,0.13638,-1.7125,-1.893,-1.7402,,
-73.6538,0.14452,-1.6771,-1.7994,-1.636,,
-76.0147,0.15071,-1.6196,-1.6834,-1.5107,,
-77.2968,0.15458,-1.5343,-1.5398,-1.3651,,
-77.2099,0.15578,-1.4198,-1.3674,-1.1975,,
-75.5551,0.15409,-1.2865,-1.1722,-1.0044,,
-72.4919,0.14935,-1.1358,-0.94758,-0.79291,,
-67.826,0.14153,-0.96181,-0.70645,-0.57293,,
-61.7184,0.13071,-0.78433,-0.44124,-0.31693,,
-54.3441,0.11707,-0.58117,-0.17063,-0.070593,,
-45.6658,0.1009,-0.36191,0.10938,0.17257,,
-36.0827,0.082615,-0.16269,0.38956,0.43557,,
-25.7441,0.062688,0.076945,0.66767,0.66406,,
-14.8015,0.041649,0.29103,0.94135,0.91673,,
-3.8012,0.020113,0.52491,1.1985,1.1221,,
7.1871,-0.0013319,0.71329,1.4432,1.3326,,
17.7265,-0.022084,0.88608,1.6399,1.5099,,
27.4611,-0.041569,1.06,1.8252,1.6464,,
36.3292,-0.059263,1.2088,1.9596,1.7734,,
43.9203,-0.074713,1.3216,2.0664,1.8627,,
50.1809,-0.087578,1.4242,2.1244,1.9131,,
55.0975,-0.097587,1.4854,2.1495,1.9244,,
58.3535,-0.10462,1.5338,2.129,1.9163,,
60.1699,-0.10863,1.5523,2.0736,1.8581,,
60.4735,-0.10973,1.5286,1.9711,1.78,,
59.2718,-0.1081,1.4932,1.826,1.6523,,
56.9541,-0.10404,1.4131,1.6565,1.5099,,
53.4748,-0.097918,1.3193,1.4527,1.3448,,
49.1888,-0.090173,1.2108,1.2257,1.1427,,
44.4215,-0.081274,1.0907,0.98855,0.93289,,
39.1936,-0.071728,0.95103,0.75379,0.72131,,
33.9583,-0.062021,0.81383,0.50138,0.50464,,
28.8435,-0.052605,0.66788,0.25423,0.26998,,
23.9954,-0.043921,0.51786,0.021596,0.063805,,
19.7546,-0.036306,0.3782,-0.21077,-0.13579,,
16.092,-0.030046,0.24762,-0.41651,-0.33164,,
13.2281,-0.025345,0.13999,-0.60918,-0.51601,,
11.3169,-0.022271,0.018828,-0.7746,-0.65994,,
10.1062,-0.020848,-0.078074,-0.91151,-0.79837,,
9.7822,-0.020991,-0.16047,-1.0218,-0.92525,,
10.151,-0.022516,-0.22592,-1.1174,-1.0173,,
11.0151,-0.025171,-0.28493,-1.1812,-1.0957,,
12.4145,-0.028673,-0.3376,-1.2276,-1.156,,
13.982,-0.03266,-0.36686,-1.2539,-1.1923,,
15.6719,-0.036769,-0.38798,-1.2576,-1.2219,,
17.3926,-0.040624,-0.40567,-1.2342,-1.2126,,
18.7264,-0.043854,-0.42355,-1.2025,-1.1986,,
19.7224,-0.046133,-0.43105,-1.1566,-1.1757,,
20.1326,-0.047173,-0.42862,-1.1017,-1.1285,,
19.7723,-0.046751,-0.41966,-1.0423,-1.0795,,
18.7392,-0.044701,-0.4041,-0.98186,-1.0123,,
16.8553,-0.040939,-0.41425,-0.91177,-0.95186,,
14.1738,-0.035473,-0.40455,-0.83629,-0.87506,,
10.8581,-0.028362,-0.40448,-0.75349,-0.79074,,
6.731,-0.019759,-0.39691,-0.67187,-0.70449,,
2.1068,-0.0098743,-0.38522,-0.59377,-0.619,,
-2.9607,0.0010161,-0.39731,-0.51463,-0.52817,,
-8.4272,0.012597,-0.40684,-0.43039,-0.43325,,
-13.9381,0.024519,-0.40884,-0.35584,-0.35461,,
-19.5006,0.036426,-0.41481,-0.2723,-0.25759,,
-24.8205,0.047938,-0.41438,-0.18647,-0.17421,,
-29.624,0.058707,-0.41361,-0.098833,-0.077919,,
-34.0004,0.068404,-0.40925,-0.0062489,0.026635,,
-37.6079,0.076727,-0.38243,0.089818,0.11407,,
-40.4073,0.083434,-0.36985,0.18341,0.2151,,
-42.4179,0.088321,-0.34042,0.28016,0.30548,,
-43.379,0.091256,-0.30206,0.36829,0.39328,,
-43.4545,0.092168,-0.25054,0.45072,0.47983,,
-42.53,0.091033,-0.17541,0.53612,0.56533,,
-40.5261,0.0879,-0.11361,0.61877,0.64919,,
-37.7205,0.082861,-0.041889,0.69919,0.72376,,
-34.0122,0.076068,0.039654,0.77269,0.79118,,
-29.5858,0.067715,0.11688,0.83845,0.85653,,
-24.6511,0.058005,0.20854,0.89261,0.90575,,
-19.1233,0.047197,0.28739,0.93506,0.94547,,
-13.336,0.035552,0.36452,0.968,0.98404,,
-7.3242,0.023338,0.45326,0.9861,0.99357,,
-1.1041,0.010806,0.52539,0.9974,1.0029,,
4.9838,-0.0017687,0.59107,0.9979,0.99611,,
11.0091,-0.014159,0.64376,0.97987,0.96808,,
16.7598,-0.026141,0.68304,0.94935,0.94462,,
22.0536,-0.03753,0.72993,0.90073,0.89326,,
27.0114,-0.048153,0.76118,0.83711,0.83319,,
31.3886,-0.057873,0.7694,0.77134,0.76579,,
35.2392,-0.066585,0.76617,0.69201,0.68099,,
38.6551,-0.074236,0.75023,0.60416,0.59833,,
41.3687,-0.080762,0.72947,0.50838,0.49766,,
43.5805,-0.086155,0.71032,0.39859,0.38447,,
45.2375,-0.090441,0.65289,0.28315,0.28122,,
46.238,-0.093638,0.59719,0.16045,0.15362,,
46.8327,-0.095819,0.52027,0.039863,0.026911,,
46.8715,-0.097062,0.43979,-0.085545,-0.10092,,
46.5052,-0.097444,0.36697,-0.21076,-0.23251,,
45.9167,-0.09709,0.2948,-0.34207,-0.35854,,
44.916,-0.096092,0.21622,-0.46568,-0.4839,,
43.767,-0.094593,0.14681,-0.59087,-0.60756,,
42.4554,-0.092699,0.070136,-0.70714,-0.71855,,
